id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index,arc_website,IG_ID,ig_role
,TO BE CREATED,Arbitrum Foundation Grant Program,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Arbitrum Foundation Grant Program,http://notenoughinformation.com,3842,lead
,TO BE CREATED,Arbitrum Gaming Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Arbitrum Gaming Ventures,http://notenoughinformation.com,"4085, 4139","lead, lead"
422,ENABLED,Arcadia Gaming Partners,"Arcadia Gaming Advisors, Arcadia Games",,Venture Capital & Accelerators,2024,United Kingdom,British Isles,Private,,,,Gaming,100,,5,19/05/2025 17:18,vsidv1777@gmail.com,05/09/2025 14:29,sergeyevdokimov1@gmail.com,"Arcadia Gaming Partners, Arcadia Gaming Advisors, Arcadia Games, GB, British Isles, https://www.arcadiagames.vc/",,4011,participant
11178,IS INCOMPLETE,Arcaia Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Arcaia Ventures, notenoughinformation, notenoughinformation",,3526,participant
,TO BE CREATED,Arcanix,,,Strategic / CVC,2023,United Kingdom,Western Europe,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Arcanix, United Kingdom, Western Europe",https://arcanix.ai/,4152,target
3733,ENABLED,Arche Fund,Coin98 Ventures,,Venture Capital & Accelerators,2017,Vietnam,Southeast Asia,Private,,,,Generalist,,,5,21/08/2025 15:21,naumvano@gmail.com,21/08/2025 15:21,naumvano@gmail.com,"Arche Fund, Coin98 Ventures, VN, Southeast Asia, https://arche.fund/",,4125,participant
,TO BE CREATED,Archetype,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Archetype,http://notenoughinformation.com,"2175, 4116","participant, participant"
1259,IMPORTED,Archosaur Games,"SEHK:9990, ZuLong Entertainment","Archosaur Games (SEHK:9990),ZuLong Entertainment (Archosaur Games)",Strategic / CVC,2014,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,1,21/06/2025 20:13,,29/08/2025 15:51,sergeyevdokimov1@gmail.com,"Archosaur Games, SEHK:9990, ZuLong Entertainment, CN, Eastern Asia, https://www.archosaur.com/#/main",,311,target
285,ENABLED,Aream & Co.,Aream,,Other,2019,United Kingdom,British Isles,Private,,,,Generalist,,,6,30/04/2025 06:08,naumvano@gmail.com,14/05/2025 15:11,sergeyevdokimov1@gmail.com,,,1176,participant
8247,IS INCOMPLETE,Ares Interactive,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"Ares Interactive, notenoughinformation, notenoughinformation",https://www.walesinteractive.com/,4068,target
3679,ENABLED,ARK Invest,,,Venture Capital & Accelerators,2014,USA,North America,Private,,,,Generalist,,,2,29/07/2025 11:43,vsidv1777@gmail.com,29/07/2025 11:43,vsidv1777@gmail.com,"ARK Invest, US, North America, https://www.ark-invest.com/",,3788,participant
9041,IS INCOMPLETE,Arrington Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,8,30/08/2025 18:53,,30/08/2025 18:53,,"Arrington Capital, notenoughinformation, notenoughinformation",,3331,lead
3839,ENABLED,Arrowhead Game Studios,Arrowhead,,Strategic / CVC,2008,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,28/08/2025 13:59,naumvano@gmail.com,28/08/2025 13:59,naumvano@gmail.com,"Arrowhead Game Studios, Arrowhead, SE, Nordic Countries, https://www.arrowheadgamestudios.com/",https://www.arrowheadgamestudios.com/,4073,target
1136,IMPORTED,ArtCraft Entertainment,,,Strategic / CVC,2013,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:12,,21/06/2025 20:12,,,www.crowfall.com,37,target
684,IMPORTED,Artie,,,Strategic / CVC,2018,USA,North America,Private,Platform & Tech,,"AI/ML, Blockchain/web3",Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://www.artie.com,"808, 1435","target, target"
2926,IMPORTED,Artlabs,,,Strategic / CVC,2019,Turkey,Middle East,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,29/06/2025 13:33,,29/06/2025 13:33,,,https://artlabs.ai/about-us,2107,target
599,IMPORTED,Arvis Games,,,Strategic / CVC,2019,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:09,,21/06/2025 20:09,,,https://www.mavisgames.com/,4089,target
9705,IS INCOMPLETE,Arweave,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Arweave, notenoughinformation, notenoughinformation",,3358,participant
,TO BE CREATED,Asahi Shimbun,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Asahi Shimbun,http://notenoughinformation.com,4059,participant
9322,IS INCOMPLETE,Asset Management Arm,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Asset Management Arm, notenoughinformation, notenoughinformation",,2781,participant
,TO BE CREATED,Astana Hub Venture Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Astana Hub Venture Fund,http://notenoughinformation.com,4103,lead
2188,IMPORTED,Astrid Entertainment,,,Strategic / CVC,2022,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:18,,21/06/2025 20:18,,,https://astridentertainment.com,2455,target
10121,IS INCOMPLETE,Asva Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Asva Capital, notenoughinformation, notenoughinformation",,3733,participant
416,ENABLED,Atari,,,Strategic / CVC,1972,USA,North America,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,13,17/05/2025 15:24,naumvano@gmail.com,17/05/2025 15:24,naumvano@gmail.com,,https://www.atari.com/,"128, 666, 1886, 2890, 4170, 4186","target, target, target, lead, lead, lead"
,TO BE CREATED,Atlas AI,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Atlas AI,http://notenoughinformation.com,4150,participant
1745,IMPORTED,AudioMob,,,Strategic / CVC,2019,United Kingdom,British Isles,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:15,,21/06/2025 20:15,,,https://audiomob.com/,1500,target
1052,IMPORTED,Autoverse Studios,,,Strategic / CVC,2022,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:11,,21/06/2025 20:11,,,https://www.autolegends.com/,3596,target
11327,IS INCOMPLETE,Avalanche Foundation,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Avalanche Foundation, notenoughinformation, notenoughinformation",,4098,participant
739,IMPORTED,Avalon Corp.,Avalon,,Strategic / CVC,2023,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:10,,29/08/2025 15:04,sergeyevdokimov1@gmail.com,"Avalon Corp., Avalon, US, North America, https://playavalon.com/",https://playavalon.com/,2666,target
9046,IS INCOMPLETE,Avocado DAO,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,4,30/08/2025 18:53,,30/08/2025 18:53,,"Avocado DAO, notenoughinformation, notenoughinformation",,2114,participant
1775,IMPORTED,Avocado Guild,Avocado Guild Australia,,Strategic / CVC,2021,Australia,Australia and New_Zealand,Private,Platform & Tech,,Blockchain/web3,Generalist,,,4,21/06/2025 20:15,,26/08/2025 08:15,naumvano@gmail.com,"Avocado Guild, Avocado Guild Australia, AU, Australia and New_Zealand, https://www.avocadodao.io/",,2666,participant
,TO BE CREATED,Awa Bank Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Awa Bank Capital,http://notenoughinformation.com,4059,participant
1301,IMPORTED,Axell Studio,,,Strategic / CVC,2020,Turkey,Middle East,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:13,,21/06/2025 20:13,,,,400,target
9167,IS INCOMPLETE,Axia Infinity Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Axia Infinity Ventures, notenoughinformation, notenoughinformation",,1186,participant
9902,IS INCOMPLETE,AZA Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,30/08/2025 18:54,,30/08/2025 18:54,,"AZA Ventures, notenoughinformation, notenoughinformation",,3733,participant
872,IMPORTED,Azerion,"ENXTAM: AZRN, Azerion Group NV",Azerion (ENXTAM: AZRN),Strategic / CVC,2014,Netherlands,Western Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,9,21/06/2025 20:10,,28/08/2025 20:25,sergeyevdokimov1@gmail.com,"Azerion, ENXTAM: AZRN, Azerion Group NV, NL, Western Europe, https://www.azerion.com/",https://www.azerion.com/,"1793, 1009, 75","target, target, lead"
738,IMPORTED,Azuro,,,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://azuro.org/,3331,target
9403,IS INCOMPLETE,B Dash Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:53,,30/08/2025 18:53,,"B Dash Ventures, notenoughinformation, notenoughinformation",,"2482, 3100","participant, participant"
10273,IS INCOMPLETE,BAce Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"BAce Capital, notenoughinformation, notenoughinformation",,4138,participant
11218,IS INCOMPLETE,BAI Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"BAI Capital, notenoughinformation, notenoughinformation",,86,participant
1438,ENABLED,BANANACULTURE GAMING & MEDIA,"Bananaculture, Banana Gaming & Media",,Strategic / CVC,2015,China,Eastern Asia,Private,Esports,,,Generalist,,,0,21/06/2025 20:13,,29/08/2025 15:19,sergeyevdokimov1@gmail.com,"BANANACULTURE GAMING & MEDIA, Bananaculture, Banana Gaming & Media, CN, Eastern Asia, http://bananaculture.asia/",,700,target
8019,IS INCOMPLETE,BGFG,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"BGFG, notenoughinformation, notenoughinformation",,2569,lead
364,ENABLED,BNP Paribas,,,Private Equity & Inst.,1848,France,Western Europe,Private,,,,Generalist,100000,,2,03/05/2025 22:58,kmlfatkh@gmail.com,03/05/2025 22:58,kmlfatkh@gmail.com,,,3523,participant
9392,IS INCOMPLETE,BV Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"BV Capital, notenoughinformation, notenoughinformation",,4095,participant
10204,IS INCOMPLETE,Back in Black Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:54,,30/08/2025 18:54,,"Back in Black Capital, notenoughinformation, notenoughinformation",,3728,lead
795,IMPORTED,Backstageplay,,,Strategic / CVC,2016,Canada,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://www.backstageplay.com/,"199, 3761","target, target"
393,ENABLED,Baidu,,Baidu Ventures,Strategic / CVC,2000,China,Eastern Asia,Public,,,,Generalist,,,3,12/05/2025 09:48,kmlfatkh@gmail.com,30/08/2025 19:40,alexey.krasilnikov.eu@gmail.com,"Baidu, CN, Eastern Asia, https://ir.baidu.com",,429,participant
2530,IMPORTED,Balancy,,,Strategic / CVC,2022,Cyprus,Middle East,Private,Platform & Tech,,AI/ML,Generalist,,,0,21/06/2025 20:20,,21/06/2025 20:20,,,https://balancy.co/,3260,target
9824,IS INCOMPLETE,Baldota Family Office,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Baldota Family Office, notenoughinformation, notenoughinformation",,2819,participant
11341,IS INCOMPLETE,Ballista Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Ballista Capital, notenoughinformation, notenoughinformation",,3728,lead
8845,IS INCOMPLETE,Baron Davis Enterprises,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Baron Davis Enterprises, notenoughinformation, notenoughinformation",,2215,participant
10249,IS INCOMPLETE,Base Ecosystem Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,30/08/2025 18:54,,30/08/2025 18:54,,"Base Ecosystem Fund, notenoughinformation, notenoughinformation",,3615,lead
,TO BE CREATED,Beam FDN,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Beam FDN,http://notenoughinformation.com,4134,lead
858,IMPORTED,Bebopbee,,,Strategic / CVC,2014,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://www.bebopbee.com/,2756,target
,TO BE CREATED,Becker Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Becker Ventures,http://notenoughinformation.com,3949,lead
2272,IMPORTED,Bedtime Digital Games,,,Strategic / CVC,2013,Denmark,Nordic Countries,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:18,,21/06/2025 20:18,,,https://bedtime.io/,2658,target
,TO BE CREATED,Beemi,,,Strategic / CVC,2023,Ethiopia,Africa,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Beemi, Ethiopia, Africa",https://beemi.app/,4056,target
8489,IS INCOMPLETE,Beijing Muyuan Technology,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"Beijing Muyuan Technology, notenoughinformation, notenoughinformation",,1662,lead
331,ENABLED,Benchmark Capital,,Benchmark,Venture Capital & Accelerators,1995,USA,North America,Private,,,,Generalist,20000,,5,03/05/2025 16:57,naumvano@gmail.com,14/05/2025 15:14,sergeyevdokimov1@gmail.com,,,4143,participant
2611,IMPORTED,Bespoke Pixel,,,Strategic / CVC,2024,Spain,Southern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:21,,21/06/2025 20:21,,,https://bespokepixel.studio/,3442,target
327,ENABLED,Bessemer Venture Partners,,,Venture Capital & Accelerators,1911,USA,North America,Private,,,,Generalist,20000,,15,03/05/2025 16:52,naumvano@gmail.com,19/05/2025 17:27,vsidv1777@gmail.com,,,"453, 1286, 2419, 4011","lead, lead, participant, lead"
,TO BE CREATED,Beyond Frames Entertainment,,,Strategic / CVC,2014,Sweden,Western Europe,Private,Gaming (Content & Development Publishing),VR/AR,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Beyond Frames Entertainment, Sweden, Western Europe",https://beyondframes.com/,3823,target
8288,IS INCOMPLETE,Beyond The Game Network,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"Beyond The Game Network, notenoughinformation, notenoughinformation",,249,lead
2391,IMPORTED,Bhooshans Junior,,,Strategic / CVC,2019,India,Southern and Central_Asia,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:19,,21/06/2025 20:19,,,https://www.bhooshansjr.in/,2931,target
415,ENABLED,Big Brain Holdings,,,Venture Capital & Accelerators,2021,USA,North America,Private,,,,Generalist,,,17,17/05/2025 15:21,naumvano@gmail.com,17/05/2025 15:21,naumvano@gmail.com,,,2782,participant
3011,IMPORTED,Big Run Studios,,,Strategic / CVC,2019,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,29/06/2025 13:41,,29/06/2025 13:41,,,www.bigrunstudios.com,139,target
2795,IMPORTED,Bigabid,,,Strategic / CVC,2015,Israel,Middle East,Private,Platform & Tech,,AI/ML,Generalist,,,0,21/06/2025 20:22,,21/06/2025 20:22,,,https://www.bigabid.com/,3868,target
3443,IMPORTED,Bigbrain,,,Strategic / CVC,2019,USA,North America,Private,Other,,Cash/Skill-based/RMG,Generalist,,,0,06/07/2025 10:13,,06/07/2025 10:13,,"Bigbrain, US, North America",https://www.playbigbrain.com/,2788,target
356,ENABLED,Bilibili,NASDAQ: BILI,Bilibili (NASDAQ: BILI),Strategic / CVC,2009,China,Eastern Asia,Public,Platform & Tech,,,Generalist,,,4,03/05/2025 22:40,kmlfatkh@gmail.com,23/08/2025 12:01,naumvano@gmail.com,"Bilibili, NASDAQ: BILI, CN, Eastern Asia, https://www.bilibili.com",https://www.bilibili.com/,"233, 2540","target, target"
3713,ENABLED,Bilibili Esports,Bilibili Gaming (BLG),,Strategic / CVC,2017,China,Eastern Asia,Private,,,,Generalist,,Bilibili,0,14/08/2025 07:55,naumvano@gmail.com,14/08/2025 07:55,naumvano@gmail.com,"Bilibili Esports, Bilibili Gaming (BLG), CN, Eastern Asia, https://en.wikipedia.org/wiki/Bilibili_Gaming",,701,target
,TO BE CREATED,Binance,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Binance,http://notenoughinformation.com,"1702, 1986","lead, lead"
346,ENABLED,YZi Labs,Binance Labs,,Venture Capital & Accelerators,2017,Hong Kong,Eastern Asia,Private,,,,Generalist,,,24,03/05/2025 19:55,naumvano@gmail.com,13/05/2025 14:08,naumvano@gmail.com,,,2776,lead
9288,IS INCOMPLETE,Bing Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,5,30/08/2025 18:53,,30/08/2025 18:53,,"Bing Ventures, notenoughinformation, notenoughinformation",,4075,participant
,TO BE CREATED,Bit Cake Studio,,,Strategic / CVC,2013,Brazil,Latin America,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Bit Cake Studio, Brazil, Latin America",https://www.bitcake.studio/,3975,target
773,IMPORTED,Bit Fry Game Studios,Bit Fry,,Strategic / CVC,2013,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://www.bitfry.com/,2522,target
1043,IMPORTED,BitBall,,,Strategic / CVC,2018,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:11,,21/06/2025 20:11,,,http://www.home.bitball.io/,3457,target
8360,IS INCOMPLETE,Bitfun Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"Bitfun Capital, notenoughinformation, notenoughinformation",,3457,lead
3343,ENABLED,Black Matter - Hell Let Loose (IP sale),"Hell Let Loose, HLL",,Strategic / CVC,2021,Australia,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/07/2025 18:35,,22/08/2025 20:10,sergeyevdokimov1@gmail.com,"Black Matter - Hell Let Loose (IP sale), Hell Let Loose, HLL, AU, Australia and New_Zealand, https://store.steampowered.com/app/686810/Hell_Let_Loose/",https://store.steampowered.com/app/686810/Hell_Let_Loose/,1679,target
